name,category,rating,address,subtypes,type,price_estimate,description,combined_text
Satu Lokasi Coffee & Store,cafes,4.7,"Jl. Sareh No.5, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Cafe,kuliner,45000,,satu lokasi coffee store cafes cafe sareh kotabaru gondokusuman
Ethikopia CoffeeBay,cafes,4.7,"Karang Geneng, Sendangadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55285","Cafe, Coffee shop",kuliner,50000,,ethikopia coffeebay cafes cafe coffee shop karang geneng sendangadi mlati sleman regency special region
Sebelas Coffee - Veteran,coffee shops,4.6,"Jl. Pandeyan No.24, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",Coffee shop,kuliner,45000,,sebelas coffee veteran coffee shops coffee shop pandeyan pandeyan umbulharjo
Liberty resto and cafe,coffee shops,4.9,"Jl. Pringgokusuman No.17, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Coffee shop,kuliner,45000,,liberty resto cafe coffee shops coffee shop pringgokusuman pringgokusuman gedong tengen
My Little Warung Jogja.,coffee shops,4.6,"Jl. Mangkuyudan No.43, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Coffee shop, Breakfast restaurant, Cake shop",kuliner,50000,,little warung jogja coffee shops coffee shop breakfast restaurant cake shop mangkuyudan mantrijeron mantrijeron
KOPI PAKPOS NOL KM,cafes,4.6,"Jl. Panembahan Senopati No.2, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",Cafe,kuliner,50000,,kopi pakpos nol km cafes cafe panembahan senopati prawirodirjan gondomanan
Watu Langit Jogja Coffee & Cabin,restaurants,4.6,"Mlakon, Sambirejo, Prambanan, Sleman Regency, Special Region of Yogyakarta 55572","Cafe, Restaurant, Coffee shop, Log cabins",kuliner,50000,,watu langit jogja coffee cabin restaurants cafe restaurant coffee shop log cabins mlakon sambirejo prambanan sleman regency special region
TEMANLAMA JOGJA,coffee shops,4.4,"Jl. Suroto No.5A, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Coffee shop,kuliner,45000,,temanlama jogja coffee shops coffee shop suroto kotabaru gondokusuman
Ekologi Desk & Coffee,ruang kerja bersama,4.5,"69PQ+6G2, Jalan Gambir 4, Karang Gayam CT VIII No.139, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Coworking space, Cafe",kuliner,45000,,ekologi desk coffee ruang kerja bersama coworking space cafe gambir karang gayam ct viii karang gayam caturtunggal depok sleman
Ministry of Coffee,cafes,4.6,"Jl. Prawirotaman No.1/15a, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Cafe,kuliner,45000,,ministry coffee cafes cafe prawirotaman brontokusuman mergangsan
Omar Coffee N Wings - Jogja UKDW,restaurants,4.6,"Jl. Dr. Wahidin Sudirohusodo No.28, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55522","Restaurant, Coffee shop",kuliner,50000,,omar coffee wings jogja ukdw restaurants restaurant coffee shop dr wahidin sudirohusodo klitren gondokusuman
Carney Co,cafes,4.5,"Jl. Garuni II, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Cafe,kuliner,50000,,carney cafes cafe garuni ii kledokan caturtunggal depok sleman
HOMEGROUND by CRSL,cafes,4.8,"Jl. Kranggan No.7, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Cafe,kuliner,45000,,homeground crsl cafes cafe kranggan cokrodiningratan jetis
CAFE MACAN OM GABS,cafes,5.0,"Gg. Ledok Tukangan No.1, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Cafe,kuliner,45000,,cafe macan om gabs cafes cafe gg ledok tukangan tegal panggung danurejan
Kopine Eyang,cafes,4.6,"Jl. Panembahan, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Cafe, Coffee shop",kuliner,50000,,kopine eyang cafes cafe coffee shop panembahan panembahan kecamatan kraton
Nirmala Coffee Yogyakarta,coffee shops,5.0,"69FR+HG4, Jl. Moses Gatotkaca, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Coffee shop,kuliner,45000,,nirmala coffee coffee shops coffee shop moses gatotkaca mrican caturtunggal depok sleman
mosc - møjr street cafe,coffee shops,5.0,"6929+3G8, Jl. Mojar, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Coffee shop,kuliner,45000,,mosc jr street cafe coffee shops coffee shop mojar ngupasan gondomanan
Riss Coffee,coffee shops,4.8,"Jl. Gowongan Kidul No.33-49, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Coffee shop,kuliner,45000,,riss coffee coffee shops coffee shop gowongan kidul sosromenduran gedong tengen
Koat Coffee Palagan,coffee shops,4.7,"Jl. Palagan Tentara Pelajar, Panggung Sari, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Coffee shop,kuliner,45000,,koat coffee palagan coffee shops coffee shop palagan tentara pelajar panggung sari sariharjo ngaglik sleman
Pendopo Lawas,cafes,4.4,"Alun-Alun Utara St, Panembahan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55131",Cafe,kuliner,50000,,pendopo lawas cafes cafe alun alun utara st panembahan kraton city special region
"Teasaurus | Tea, Onigiri, and Sweets",cafes,4.8,"Jl. Suhartono No.001, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Traditional teahouse,kuliner,45000,,teasaurus tea onigiri sweets cafes traditional teahouse suhartono kotabaru gondokusuman
Point Coffee,coffee shops,4.5,"Jl. Yos Sudarso No.21, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Coffee shop,kuliner,45000,,point coffee coffee shops coffee shop yos sudarso kotabaru gondokusuman
Cerita Kopi YK,coffee shops,4.5,"Jl. Tentara Zeni Pelajar No.1-B, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",Coffee shop,kuliner,50000,,cerita kopi yk coffee shops coffee shop tentara zeni pelajar bumijo jetis
TEDUH COFFEE,coffee shops,4.6,"Kledokan, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",Coffee shop,kuliner,50000,,teduh coffee coffee shops coffee shop kledokan caturtunggal depok sleman regency special region
ChezMoi Patissier & Chocolatier Sagan,bakery,4.9,"Jl. Sagan No.12, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223","Cafe, Bakery",kuliner,50000,,chezmoi patissier chocolatier sagan bakery cafe bakery sagan terban gondokusuman
KOPI RUMAH KITA,coffee shops,5.0,"NG I Jl. Kp. Ngadiwinatan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261","Espresso bar, Asian restaurant, Coffee stand, Coffee store, Javanese restaurant, Restaurant",kuliner,50000,,kopi rumah kita coffee shops espresso bar asian restaurant coffee stand coffee store javanese restaurant restaurant ng kp ngadiwinatan ngampilan
Oase Cafe & Resto - Tamansiswa,coffee shops,4.5,"Jl. Taman Siswa No.31, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Coffee shop,kuliner,45000,,oase cafe resto tamansiswa coffee shops coffee shop taman siswa wirogunan mergangsan
Teras Kemarin,coffee shops,4.7,"Jl. Beringin Raya, Denokan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Coffee shop,kuliner,45000,,teras kemarin coffee shops coffee shop beringin raya denokan maguwoharjo depok sleman
Svarga Flora Coffee & Plants,coffee shops,4.4,"Jl. Affandi No.26A, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55222",Coffee shop,kuliner,50000,,svarga flora coffee plants coffee shops coffee shop affandi soropadan condongcatur depok sleman
Kemari Coffee & space jakal,coffee shops,4.6,"Gg. Pandega Mandala No.3b, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Coffee shop, Cafe",kuliner,50000,,kemari coffee space jakal coffee shops coffee shop cafe gg pandega mandala manggung caturtunggal depok sleman
Cafe Bunga,cafes,4.3,"59WQ+9G3, Glagahsari St, Warungboto, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55164",Cafe,kuliner,25000,,cafe bunga cafes cafe glagahsari st warungboto umbulharjo city special region
Excelso - Galeria Mal Yogyakarta,coffee shops,4.5,"Jl. Jend. Sudirman No.99-101, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Coffee shop,kuliner,50000,,excelso galeria mal coffee shops coffee shop jend sudirman terban gondokusuman
Tempo Gelato Kaliurang,toko es krim,4.7,"Kaliurang St No.98, Kocoran, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284","Ice cream shop, Dessert restaurant",kuliner,50000,,tempo gelato kaliurang toko es krim ice cream shop dessert restaurant kaliurang st kocoran sinduadi mlati sleman regency special region
Langenarjan 29 (RSVP only),coffee shops,4.8,"Jl. Langenarjan Kidul No.29, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Coffee shop,kuliner,50000,,langenarjan rsvp coffee shops coffee shop langenarjan kidul panembahan kecamatan kraton
BelajaR Ngopi Yogyakarta,cafes,4.6,"Jl. Hayam Wuruk No.14, RW.001, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212","Cafe, Coffee shop",kuliner,45000,,belajar ngopi cafes cafe coffee shop hayam wuruk rw bausasran danurejan
SunFlower Restaurant,coffee shops,4.6,"Abadi Hotel Jogja, Jl. Ps. Kembang No.49, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Coffee shop,kuliner,45000,,sunflower restaurant coffee shops coffee shop abadi hotel jogja ps kembang sosromenduran gedong tengen
Boemi Coffee,coffee shops,4.9,"Jl. Pesanggrahan Raya, Sanggrahan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",Coffee shop,kuliner,45000,,boemi coffee coffee shops coffee shop pesanggrahan raya sanggrahan wedomartani ngemplak sleman
Peacockoffie Palagan,coffee shops,4.3,"Jl. Palagan Tentara Pelajar No.61C, Panggung Sari, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Coffee shop,kuliner,50000,,peacockoffie palagan coffee shops coffee shop palagan tentara pelajar panggung sari sariharjo ngaglik sleman
Loko Cafe - Stasiun Tugu,cafes,4.1,"Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Cafe,kuliner,45000,,loko cafe stasiun tugu cafes cafe sosromenduran gedong tengen city special region
ANDORRA Restaurant & Bar,restaurants,4.8,"PYRENEES Yogyakarta, Jl. Sosrowijayan No.1 lantai 1, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Cafe, Bar, Restaurant",kuliner,50000,,andorra restaurant bar restaurants cafe bar restaurant pyrenees sosrowijayan lantai sosromenduran gedong tengen
Takom 1922 Cafe & Resto,coffee shops,4.7,"69PQ+GRV, Jl. Cempaka, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Coffee shop,kuliner,45000,,takom cafe resto coffee shops coffee shop grv cempaka manggung caturtunggal depok sleman
OPPIO,coffee shops,4.3,"Jl. Nglengkong Besi No.11, Area Sawah, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Coffee shop,kuliner,45000,,oppio coffee shops coffee shop nglengkong besi area sawah sukoharjo ngaglik sleman
Tiga Roepa Pandega Galeri & Cafe,cafes,4.7,"Jl. Pandega Marta No.43, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Art cafe,kuliner,50000,,tiga roepa pandega galeri cafe cafes art cafe pandega marta manggung caturtunggal depok sleman
Kopi Kenangan - Ruko Taman Siswa Yogyakarta,coffee shops,4.5,"Jl. Taman Siswa No.151, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Coffee shop,kuliner,50000,,kopi kenangan ruko taman siswa coffee shops coffee shop taman siswa wirogunan mergangsan
Ndalem Golo Yogyakarta,coffee shops,4.7,"Jl. Tohpati No.57, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",Coffee shop,kuliner,45000,,ndalem golo coffee shops coffee shop tohpati pandeyan umbulharjo
alra corner,restaurants,4.4,"Jl. Surami No.846, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Restaurant,kuliner,50000,,alra corner restaurants restaurant surami mantrijeron mantrijeron
Sekoci Coffee Bar,coffee shops,4.4,"Jl. Parangtritis No.75, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Espresso bar,kuliner,45000,,sekoci coffee bar coffee shops espresso bar parangtritis brontokusuman mergangsan
El Patio Coffee Shop,coffee shops,4.1,"Melia Purosani Hotel, Jl. Mayor Suryotomo No.31 Lobby Floor, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Coffee shop,kuliner,45000,,el patio coffee shop coffee shops coffee shop melia purosani hotel mayor suryotomo lobby floor ngupasan gondomanan
Etnik Kafe,cafes,4.3,"Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Cafe, Lunch restaurant, Restaurant",kuliner,50000,,etnik kafe cafes cafe lunch restaurant restaurant brigjen katamso prawirodirjan gondomanan
ICIPONO Kopi dan Roti Cafe,cafes,4.6,"Jl. Brigjen Katamso No.290, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Cafe, Coffee shop",kuliner,25000,,icipono kopi roti cafe cafes cafe coffee shop brigjen katamso keparakan mergangsan
Nambelas Coffee,cafes,4.8,"Jl. Panembahan No.3a, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Cafe,kuliner,45000,,nambelas coffee cafes cafe panembahan panembahan kecamatan kraton
Kedai kopi NATADAMAR,cafes,4.7,"Jl. Hutan Pinus Nganjir No.5, Sukorame, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Cafe,kuliner,25000,,kedai kopi natadamar cafes cafe hutan pinus nganjir sukorame mangunan dlingo bantul
Kopi Tugu Streetside,coffee shops,4.4,"Jl. Margo Utomo No.38, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Coffee shop,kuliner,50000,,kopi tugu streetside coffee shops coffee shop margo utomo gowongan jetis
Nice coffee Yogyakarta,coffee shops,5.0,"Jl. Gurami No.49, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Coffee shop,kuliner,45000,,nice coffee coffee shops coffee shop gurami sorosutan umbulharjo
laoban Yogyakarta,coffee shops,4.5,"Jl. Palagan Tentara Pelajar No.21, Karang Moko, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Coffee shop,kuliner,45000,,laoban coffee shops coffee shop palagan tentara pelajar karang moko sariharjo ngaglik sleman
Coffee House Huheyy,cafes,4.7,"Jl. Raya Tajem No.A-01, RT.05/RW.27Dero, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",Cafe,kuliner,45000,,coffee house huheyy cafes cafe raya tajem rt rw kenayan wedomartani ngemplak sleman
Terraloka,cafes,4.6,"Jl. Raya Kaligesing, Krikil, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674","Cafe, Coffee shop",kuliner,50000,,terraloka cafes cafe coffee shop raya kaligesing krikil pendoworejo girimulyo kulon progo
Warna Kopi,cafes,4.7,"Jalan Palagan Tentara Pelajar Km 12,5 Gondanglutung, Gondong, Donoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Cafe,kuliner,50000,,warna kopi cafes cafe palagan tentara pelajar km gondanglutung gondong donoharjo ngaglik sleman regency special region
KOPI PM꧋ꦏꦺꦴꦥꦶꦥ꧀ꦩ꧀,coffee shops,5.0,"Alun alun utara, Kraton, Yogyakarta City, Special Region of Yogyakarta 55131",Coffee shop,kuliner,45000,,kopi pm coffee shops coffee shop alun alun utara kraton city special region
Waroeng Kopi Klotok,restaurants,4.5,"Jalan Kaliurang No.KM.16, Area Sawah, Pakembinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Indonesian restaurant, Breakfast restaurant, Restaurant",kuliner,25000,,waroeng kopi klotok restaurants indonesian restaurant breakfast restaurant restaurant kaliurang km area sawah pakembinangun pakem sleman
Ruang Tengah Cafe Shop,cafes,4.6,"Jl. Patehan Lor No.8, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Cafe,kuliner,50000,,ruang tengah cafe shop cafes cafe patehan lor patehan kecamatan kraton
Warung Kopi Merapi,cafes,4.4,"Kepuharjo, Cangkringan, Petung, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583","Cafe, Coffee shop",kuliner,25000,,warung kopi merapi cafes cafe coffee shop kepuharjo cangkringan petung kepuharjo cangkringan sleman
Analog Coffee Jogja,coffee shops,4.5,"Jl. Wulung No.14, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Coffee shop,kuliner,50000,,analog coffee jogja coffee shops coffee shop wulung papringan caturtunggal depok sleman
Kopi Ponti Mak Cik,coffee shops,4.7,"Jl. Tata Bumi No.86, Area Sawah, Banyuraden, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55293",Coffee shop,kuliner,45000,,kopi ponti mak cik coffee shops coffee shop tata bumi area sawah banyuraden gamping sleman
Coffee Story,coffee shops,4.5,"Jl. Dagen No.109, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Coffee shop,kuliner,45000,,coffee story coffee shops coffee shop dagen sosromenduran gedong tengen
Bale Raos - The Sultan's Dishes,restoran jawa tengah,4.5,"Jl. Magangan Kulon No.1, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Central Javanese restaurant, Indonesian restaurant, Restaurant",kuliner,50000,,bale raos sultan dishes restoran jawa tengah central javanese restaurant indonesian restaurant restaurant magangan kulon panembahan kecamatan kraton
Pendopo Puspo,cafes,4.4,"Jl. Ibu Ruswo No.1, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Cafe,kuliner,45000,,pendopo puspo cafes cafe ibu ruswo prawirodirjan gondomanan
de culture coffe,coffee shops,4.7,"Ledok Tukangan Dn 2 / 20, kel, RT.14/RW.03, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Coffee shop,kuliner,45000,,culture coffe coffee shops coffee shop ledok tukangan dn kel rt rw tegal panggung danurejan
Barno Caffe,cafes,4.6,"Bausasran, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55211",Cafe,kuliner,45000,,barno caffe cafes cafe bausasran danurejan city special region
Susu Segar Murni Pak Warto | RBW,cafes,4.7,"Jl. Ibu Ruswo No.30, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Cafe,kuliner,25000,,susu segar murni pak warto rbw cafes cafe ibu ruswo prawirodirjan gondomanan
Kopi Joos Pak Jon (Kopi Arang),cafes,4.7,"59Q7+5HM, Alun-Alun Kidul St, Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133","Cafe, Coffee shop",kuliner,45000,,kopi joos pak jon kopi arang cafes cafe coffee shop alun alun kidul st patehan kraton city special region
HOU KIE,restaurants,4.9,"Jl. Wahid Hasyim No.50, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",Restaurant,kuliner,50000,,hou kie restaurants restaurant wahid hasyim ngropoh condongcatur depok sleman
KHAS Malioboro Coffee Shop,coffee shops,5.0,"Jl. Gadean No.3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Coffee shop,kuliner,45000,,khas malioboro coffee shop coffee shops coffee shop gadean ngupasan gondomanan
ChampaJogja,restaurants,4.8,"Sekar Petak No.1, RT.001/RW.037, Gedongan, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Restaurant, Event venue, Wedding venue",kuliner,50000,,champajogja restaurants restaurant event venue wedding venue sekar petak rt rw gedongan bangunjiwo kasihan bantul
